step,type,value,lr,norm,dt_ms,tokens_per_sec
27,train,9.352554321289062,2.3496503496503496e-05,2.1196446418762207,2336.392402648926,224400.6612098119
28,train,9.322709083557129,2.4335664335664334e-05,2.1141953468322754,2365.8878803253174,221603.0625795795
29,train,9.272913932800293,2.5174825174825174e-05,2.1125106811523438,2352.013349533081,222910.29942669376
30,train,9.308938980102539,2.6013986013986012e-05,2.053624391555786,2356.6267490386963,222473.9238888233
31,train,9.231443405151367,2.685314685314685e-05,2.010155439376831,2357.3899269104004,222401.90051508907
32,train,9.208789825439453,2.769230769230769e-05,1.9209131002426147,2334.7036838531494,224562.97286288824
33,train,9.165790557861328,2.8531468531468528e-05,1.9790024757385254,2336.6591930389404,224375.04004087887
34,train,9.05994701385498,2.937062937062937e-05,2.102229118347168,2356.8344116210938,222454.32153181295
35,train,9.070265769958496,3.0209790209790206e-05,2.5943338871002197,2346.423625946045,223441.32329839395
36,train,9.03620433807373,3.104895104895104e-05,2.2566840648651123,2355.7612895965576,222555.6563457193
37,train,8.961681365966797,3.1888111888111884e-05,1.9288750886917114,2346.7631340026855,223408.9978675283
38,train,8.944649696350098,3.2727272727272725e-05,2.217456817626953,2355.5030822753906,222580.05262024255
39,train,8.922587394714355,3.356643356643356e-05,2.0117156505584717,2356.79030418396,222458.4847745014
40,train,8.889639854431152,3.44055944055944e-05,1.8149666786193848,2357.724666595459,222370.32484249695
41,train,8.815401077270508,3.524475524475524e-05,1.897233009338379,2362.396717071533,221930.54884105842
42,train,8.769685745239258,3.608391608391608e-05,2.06166672706604,2359.6737384796143,222186.64870924462
43,train,8.780765533447266,3.6923076923076916e-05,1.8371753692626953,2345.9553718566895,223485.9223195947
44,train,8.731548309326172,3.7762237762237757e-05,1.7758525609970093,2356.842279434204,222453.57891571062
45,train,8.718109130859375,3.86013986013986e-05,1.870873212814331,2348.705768585205,223224.21437906055
46,train,8.661914825439453,3.944055944055944e-05,1.7298718690872192,2355.881929397583,222544.25973463978
47,train,8.67081356048584,4.027972027972028e-05,1.727790117263794,2361.801862716675,221986.44529686967
48,train,8.6626615524292,4.111888111888112e-05,1.7383283376693726,2358.3216667175293,222314.03264413006
49,train,8.580235481262207,4.1958041958041954e-05,1.7166827917099,2357.187271118164,222421.02119926043
50,train,8.584351539611816,4.2797202797202795e-05,1.5928263664245605,2365.0598526000977,221680.64771113876
51,train,8.545011520385742,4.3636363636363636e-05,1.684784173965454,2347.8617668151855,223304.45829917118
52,train,8.503388404846191,4.447552447552447e-05,1.778802514076233,2366.0643100738525,221586.53835729227
53,train,8.452226638793945,4.531468531468531e-05,1.7355782985687256,2354.884624481201,222638.50829443696
54,train,8.458215713500977,4.6153846153846145e-05,1.582820177078247,2342.7278995513916,223793.80896108155
55,train,8.424943923950195,4.699300699300699e-05,1.5750025510787964,2373.1536865234375,220924.58780790473
56,train,8.374515533447266,4.7832167832167826e-05,1.513748049736023,2342.0491218566895,223858.66936230782
57,train,8.35629653930664,4.867132867132867e-05,1.4427616596221924,2354.5894622802734,222666.4173941642
58,train,8.278990745544434,4.95104895104895e-05,1.596297025680542,2345.7913398742676,223501.54981307988
59,train,8.24592399597168,5.034965034965035e-05,1.6635373830795288,2354.902982711792,222636.77266069595
60,train,8.231789588928223,5.118881118881118e-05,1.7444318532943726,2346.177577972412,223464.75600243968
61,train,8.229508399963379,5.2027972027972024e-05,1.4139866828918457,2339.855909347534,224068.49836586605
62,train,8.127166748046875,5.286713286713286e-05,1.4435325860977173,2354.748249053955,222651.40242089075
63,train,8.09167194366455,5.37062937062937e-05,1.5732325315475464,2344.4063663482666,223633.5848279794
64,train,8.062179565429688,5.4545454545454546e-05,1.520250916481018,2344.0444469451904,223668.11375239215
65,train,8.0498046875,5.538461538461538e-05,1.4175151586532593,2345.3195095062256,223546.51375853756
66,train,7.988491058349609,5.622377622377622e-05,1.3180991411209106,2352.684497833252,222846.70999568905
67,train,7.9867424964904785,5.7062937062937055e-05,1.345793604850769,2337.338924407959,224309.78859122907
68,train,7.947013854980469,5.79020979020979e-05,1.378223180770874,2373.28839302063,220912.04825415526
69,train,7.856170177459717,5.874125874125874e-05,1.372063398361206,2353.0499935150146,222812.0955546772
70,train,7.812203884124756,5.958041958041958e-05,1.3955734968185425,2346.6100692749023,223423.5703940382
71,train,7.825078010559082,6.041958041958041e-05,1.4397826194763184,2362.8859519958496,221884.59817840625
72,train,7.7581610679626465,6.125874125874125e-05,1.387417197227478,2342.34619140625,223830.27834379967
73,train,7.72894287109375,6.209790209790209e-05,1.3135597705841064,2342.4124717712402,223823.9448936822
74,train,7.666715621948242,6.293706293706293e-05,1.2343231439590454,2355.1008701324463,222618.06559925183
75,train,7.688143730163574,6.377622377622377e-05,1.5076264142990112,2343.8761234283447,223684.1762921897
76,train,7.613251686096191,6.461538461538462e-05,1.0927280187606812,2361.5243434906006,222012.5324751228
77,train,7.6262969970703125,6.545454545454545e-05,1.2588815689086914,2344.6133136749268,223613.8458065119
78,train,7.586728096008301,6.629370629370628e-05,1.3011940717697144,2353.947162628174,222727.17430693484
79,train,7.523563385009766,6.713286713286712e-05,1.0545755624771118,2354.1483879089355,222708.13628094917
80,train,7.502982139587402,6.797202797202797e-05,1.5321789979934692,2344.640016555786,223611.299089813
81,train,7.502905368804932,6.88111888111888e-05,1.1091976165771484,2344.919443130493,223584.6529977464
82,train,7.437587261199951,6.965034965034965e-05,1.2396842241287231,2351.7653942108154,222933.80168387754
83,train,7.38289737701416,7.048951048951048e-05,1.1493194103240967,2343.5897827148438,223711.50611207145
84,train,7.381204605102539,7.132867132867133e-05,1.091992735862732,2362.029790878296,221965.02432979434
85,train,7.335131645202637,7.216783216783216e-05,1.1832780838012695,2341.7091369628906,223891.17065152762
86,train,7.322943687438965,7.3006993006993e-05,1.4530662298202515,2363.2771968841553,221847.86477491658
87,train,7.323077201843262,7.384615384615383e-05,0.8618690967559814,2340.708017349243,223986.92878992012
88,train,7.301713466644287,7.468531468531468e-05,1.2134103775024414,2344.85125541687,223591.15478597448
89,train,7.334417343139648,7.552447552447551e-05,0.9474319815635681,2355.604648590088,222570.45566360417
90,train,7.248396873474121,7.636363636363636e-05,1.1407527923583984,2350.9154319763184,223014.40233401017
91,train,7.235790252685547,7.72027972027972e-05,1.3032007217407227,2354.8734188079834,222639.5677205402
92,train,7.263132572174072,7.804195804195804e-05,1.1042919158935547,2346.8778133392334,223398.08106755317
93,train,7.321179389953613,7.888111888111888e-05,0.9248520731925964,2346.944570541382,223391.72666487805
94,train,7.32340145111084,7.972027972027971e-05,0.7306215763092041,2352.4909019470215,222865.04894283626
95,train,7.308895111083984,8.055944055944056e-05,0.8082195520401001,2340.8780097961426,223970.66306144593
96,train,7.258620262145996,8.139860139860139e-05,0.7208408713340759,2335.7253074645996,224464.75119504015
97,train,7.2141265869140625,8.223776223776224e-05,0.8696447014808655,2355.1602363586426,222612.4540938291
98,train,7.244657039642334,8.307692307692307e-05,0.9786961674690247,2344.0144062042236,223670.98026884784
99,train,7.192471504211426,8.391608391608391e-05,1.6145662069320679,2354.6338081359863,222662.22381944198
100,train,7.237852096557617,8.475524475524474e-05,0.6747268438339233,2342.7484035491943,223791.85029246812
101,train,7.157848358154297,8.559440559440559e-05,0.8680558800697327,2344.94948387146,223581.7886935509
102,train,7.144075393676758,8.643356643356642e-05,1.0175191164016724,2364.1581535339355,221765.1975678091
103,train,7.030522346496582,8.727272727272727e-05,0.9597234725952148,2342.4558639526367,223819.79872838315
104,train,7.113907814025879,8.811188811188812e-05,0.7460028529167175,2344.0544605255127,223667.15826323425
105,train,7.122687339782715,8.895104895104894e-05,0.8670715689659119,2361.9954586029053,221968.25065451677
106,train,7.07479190826416,8.979020979020979e-05,0.9942378997802734,2348.3493328094482,223258.0956653361
107,train,7.014885902404785,9.062937062937062e-05,1.1133335828781128,2344.4604873657227,223628.42232802964
108,train,7.072701930999756,9.146853146853147e-05,0.8513647317886353,2354.0561199188232,222716.8653982979
109,train,7.092951774597168,9.230769230769229e-05,0.9900717735290527,2344.6311950683594,223612.1404094489
110,train,7.0206780433654785,9.314685314685314e-05,0.7197009921073914,2353.633165359497,222756.888251071
111,train,6.994856357574463,9.398601398601398e-05,0.7665092945098877,2353.001117706299,222816.7237383529
112,train,6.968815803527832,9.482517482517482e-05,1.1616233587265015,2361.03892326355,222058.17737019857
113,train,7.018864154815674,9.566433566433565e-05,1.0488349199295044,2354.680299758911,222657.82749941907
114,train,7.0253753662109375,9.650349650349649e-05,1.6706622838974,2343.818187713623,223689.70543378152
115,train,6.983279228210449,9.734265734265733e-05,0.9295783042907715,2350.5308628082275,223050.88960781496
116,train,6.900193214416504,9.818181818181818e-05,0.8697536587715149,2345.216751098633,223556.30870979995
117,train,6.825532913208008,9.9020979020979e-05,0.9525452256202698,2352.847099304199,222831.30941872348
118,train,6.848614692687988,9.986013986013985e-05,1.0831682682037354,2360.9275817871094,222068.64964622888
119,train,6.8932037353515625,0.0001006993006993007,1.1542794704437256,2362.5969886779785,221911.73632764685
120,train,6.847270488739014,0.00010153846153846153,0.907819390296936,2363.1019592285156,221864.31607511546
121,train,6.828276634216309,0.00010237762237762237,0.738910436630249,2339.994430541992,224055.23413086237
122,train,6.816076278686523,0.0001032167832167832,0.8949816823005676,2365.895986557007,221602.3033045401
123,train,6.80712890625,0.00010405594405594405,1.0817787647247314,2337.4111652374268,224302.85599613131
124,train,6.8183417320251465,0.0001048951048951049,0.796977698802948,2353.6527156829834,222755.0379486899
125,train,6.8055739402771,0.00010573426573426572,0.7186057567596436,2366.042137145996,221588.61491470088
126,train,6.795594215393066,0.00010657342657342656,0.6751686930656433,2335.148572921753,224520.18945587153
127,train,6.746866226196289,0.0001074125874125874,0.8180912137031555,2354.294776916504,222694.28838757268
128,train,6.7175703048706055,0.00010825174825174824,1.2964775562286377,2349.140167236328,223182.93617055827
129,train,6.700732707977295,0.00010909090909090909,1.4229507446289062,2353.2135486602783,222796.60946983984
130,train,6.756781101226807,0.00010993006993006991,0.7063422799110413,2346.2934494018555,223453.7202214231
131,train,6.7253522872924805,0.00011076923076923076,1.833426833152771,2344.9385166168213,223582.83438340237
132,train,6.713512897491455,0.00011160839160839161,0.866854190826416,2346.3640213012695,223446.99937447696
133,train,6.626231670379639,0.00011244755244755244,1.2856676578521729,2353.989362716675,222723.18146541392
134,train,6.618722915649414,0.00011328671328671328,1.0699368715286255,2356.489896774292,222486.84397827362
135,train,6.692665100097656,0.00011412587412587411,0.9667758941650391,2345.0562953948975,223571.60509518263
136,train,6.663522720336914,0.00011496503496503496,1.1278774738311768,2347.276210784912,223360.1642580793
137,train,6.683506011962891,0.0001158041958041958,0.778687059879303,2344.468116760254,223627.69459390087
138,train,6.607956886291504,0.00011664335664335663,0.998392641544342,2364.5102977752686,221732.17029052254
139,train,6.710206985473633,0.00011748251748251747,1.4051395654678345,2363.412380218506,221835.17543879824
140,train,6.818410873413086,0.00011832167832167831,0.8291214108467102,2355.0009727478027,222627.50889154137
141,train,6.704686164855957,0.00011916083916083916,1.2469663619995117,2351.714611053467,222938.6157383874
142,train,6.769392013549805,0.00011999999999999998,1.86578369140625,2356.808662414551,222456.7519464507
143,train,6.6968488693237305,0.00012083916083916082,1.121618390083313,2352.7586460113525,222839.68688791303
144,train,6.699517250061035,0.00012167832167832167,1.1230891942977905,2356.95743560791,222442.71028372424
145,train,6.692235946655273,0.0001225174825174825,0.9576815366744995,2368.021249771118,221403.4185929181
146,train,6.697613716125488,0.00012335664335664333,1.131357192993164,2342.61417388916,223804.6733618058
147,train,6.692497253417969,0.00012419580419580417,0.8358555436134338,2338.022232055664,224244.23207431572
148,train,6.686246395111084,0.00012503496503496502,0.6876033544540405,2357.3641777038574,222404.32978440865
149,train,6.676938056945801,0.00012587412587412587,0.7616861462593079,2347.400188446045,223348.3675176295
150,train,6.662575721740723,0.0001267132867132867,0.6798727512359619,2378.218412399292,220454.10012239634
151,train,6.575821876525879,0.00012755244755244754,0.7864784598350525,2343.9903259277344,223673.2780850922
152,train,6.598234176635742,0.00012839160839160838,0.7242275476455688,2358.3128452301025,222314.86423034125
153,train,6.663290023803711,0.00012923076923076923,0.6911147832870483,2366.434097290039,221551.9124747218
154,train,6.567130088806152,0.00013006993006993005,0.622280478477478,2367.96498298645,221408.67950622056
155,train,6.53389835357666,0.0001309090909090909,0.7298453450202942,2343.831777572632,223688.40845010392
156,train,6.607168197631836,0.00013174825174825175,1.1025612354278564,2357.6056957244873,222381.54622327012
157,train,6.654025077819824,0.00013258741258741257,1.2427473068237305,2340.428113937378,224013.71649820654
158,train,6.641846656799316,0.00013342657342657342,1.0748841762542725,2367.5944805145264,221443.32752712854
159,train,6.554007530212402,0.00013426573426573424,0.7888918519020081,2358.685255050659,222279.7632186578
160,train,6.497767448425293,0.00013510489510489508,0.927561342716217,2348.132610321045,223278.7014223688
161,train,6.586123466491699,0.00013594405594405593,1.2775804996490479,2358.2918643951416,222316.842082
162,train,6.4836602210998535,0.00013678321678321678,1.1152974367141724,2354.63285446167,222662.31400218265
163,train,6.4394378662109375,0.0001376223776223776,1.1507068872451782,2345.811367034912,223499.64168802544
164,train,6.474112033843994,0.00013846153846153845,1.1032655239105225,2357.300043106079,222410.3806951854
165,train,6.50023078918457,0.0001393006993006993,0.7608268857002258,2351.6695499420166,222942.88753831378
166,train,6.352993011474609,0.00014013986013986014,0.9339976906776428,2365.4427528381348,221644.76370055554
167,train,6.464101791381836,0.00014097902097902096,1.622025728225708,2337.416410446167,224302.35265607794
168,train,6.431441307067871,0.0001418181818181818,1.0515031814575195,2348.8669395446777,223208.89752130106
169,train,6.456453323364258,0.00014265734265734266,1.2879530191421509,2345.968246459961,223484.6958355658
170,train,6.429805755615234,0.00014349650349650348,1.2131282091140747,2346.3118076324463,223451.97185408813
171,train,6.458490371704102,0.00014433566433566433,1.1928815841674805,2365.7262325286865,221618.20450356888
172,train,6.446956157684326,0.00014517482517482515,1.5112720727920532,2341.2599563598633,223934.1251174649
173,train,6.395502090454102,0.000146013986013986,1.2559819221496582,2349.5283126831055,223146.06602943022
174,train,6.35379695892334,0.00014685314685314684,0.5947426557540894,2356.4679622650146,222488.9149335429
175,train,6.429675102233887,0.00014769230769230766,0.9593942761421204,2345.639705657959,223515.9981029293
176,train,6.36991024017334,0.0001485314685314685,1.3339381217956543,2347.0091819763184,223385.5768551016
177,train,6.404719829559326,0.00014937062937062936,1.1001148223876953,2364.9566173553467,221690.32452962882
178,train,6.332774639129639,0.0001502097902097902,0.9941362738609314,2356.900453567505,222448.08821111446
179,train,6.3150177001953125,0.00015104895104895103,0.8986955285072327,2357.8267097473145,222360.70099324107
180,train,6.316891193389893,0.00015188811188811187,1.231168270111084,2356.251001358032,222509.40145927793
181,train,6.340970993041992,0.00015272727272727272,0.8597313165664673,2347.233533859253,223364.2253474374
182,train,6.335755348205566,0.00015356643356643357,1.0605711936950684,2348.919153213501,223203.93585395816
183,train,6.328970909118652,0.0001544055944055944,1.1279641389846802,2356.1301231384277,222520.8170173702
184,train,6.351036071777344,0.00015524475524475524,1.020601749420166,2347.316265106201,223356.3528672091
185,train,6.401669502258301,0.00015608391608391608,0.9664451479911804,2358.909845352173,222258.60010420473
186,train,6.416869163513184,0.0001569230769230769,0.7418704628944397,2348.334789276123,223259.47833086117
187,train,6.481339454650879,0.00015776223776223775,0.8227794766426086,2342.9460525512695,223772.97139603144
188,train,6.437450408935547,0.00015860139860139857,1.1148730516433716,2364.3906116485596,221743.3944361853
189,train,6.4098663330078125,0.00015944055944055942,1.1469571590423584,2347.973108291626,223293.8691454901
190,train,6.456664562225342,0.00016027972027972027,1.1938115358352661,2542.2019958496094,206233.80866506707
191,train,6.416694164276123,0.00016111888111888112,0.9756945967674255,2359.5855236053467,222194.95532372574
192,train,6.38123893737793,0.00016195804195804194,0.6746736764907837,2349.95698928833,223105.35996608916
193,train,6.396766662597656,0.00016279720279720278,0.8052448630332947,2347.1367359161377,223373.43708071578
194,train,6.350894451141357,0.00016363636363636363,0.7028869390487671,2366.147756576538,221578.72370513596
195,train,6.34061336517334,0.00016447552447552448,0.7629631161689758,2347.107172012329,223376.2506679631
196,train,6.3375244140625,0.0001653146853146853,0.7455424070358276,2350.780725479126,223027.18170072706
197,train,6.351242542266846,0.00016615384615384615,0.7020833492279053,2348.262310028076,223266.3692471952
198,train,6.336097717285156,0.000166993006993007,0.7868911623954773,2342.949151992798,223772.6753711519
199,train,6.341747760772705,0.00016783216783216782,0.826469361782074,2349.010705947876,223195.2364765569
200,train,6.328891277313232,0.00016867132867132866,0.9553928971290588,2359.381914138794,222214.13025935317
201,train,6.316692352294922,0.00016951048951048948,1.4150152206420898,2349.0777015686035,223188.87095556915
202,train,6.310065269470215,0.00017034965034965033,1.0342069864273071,2367.638111114502,221439.24679148095
203,train,6.335997581481934,0.00017118881118881118,0.7422757744789124,2353.9412021636963,222727.73827914003
204,train,6.314434051513672,0.000172027972027972,0.7613385319709778,2368.421792984009,221365.9752469352
205,train,6.36688756942749,0.00017286713286713285,0.7085040211677551,2357.6698303222656,222375.49688131522
206,train,6.311251640319824,0.0001737062937062937,0.8864504098892212,2336.7199897766113,224369.20225521823
207,train,6.333078384399414,0.00017454545454545454,1.2811990976333618,2367.173910140991,221482.67085656282
208,train,6.219114303588867,0.00017538461538461536,0.9866528511047363,2356.8224906921387,222455.446717173
209,train,6.202960014343262,0.00017622377622377624,1.1406241655349731,2347.8009700775146,223310.2408091646
210,train,6.231637001037598,0.00017706293706293706,0.6456865668296814,2349.8353958129883,223116.904670937
211,train,6.272284030914307,0.00017790209790209788,0.9190552234649658,2341.651201248169,223896.71003116906
212,train,6.292849063873291,0.00017874125874125873,0.991040050983429,2357.255220413208,222414.60977996964
213,train,6.270120620727539,0.00017958041958041957,0.9928581118583679,2361.647367477417,222000.96729937114
214,train,6.265259742736816,0.0001804195804195804,0.9128771424293518,2376.1887550354004,220642.40430772898
215,train,6.282034873962402,0.00018125874125874124,1.2928379774093628,2348.094940185547,223282.2834491397
216,train,6.2113542556762695,0.00018209790209790206,1.4989972114562988,2361.0963821411133,222052.77343424663
217,train,6.223917484283447,0.00018293706293706294,0.9028288125991821,2352.7371883392334,222841.7192530068
218,train,6.207216262817383,0.00018377622377622376,0.9812648892402649,2357.959508895874,222348.17774521513
219,train,6.2033538818359375,0.00018461538461538458,0.8730123043060303,2378.715753555298,220408.00764714484
220,train,6.12572717666626,0.00018545454545454545,0.9441644549369812,2351.651668548584,222944.58274238606
221,train,6.1742401123046875,0.00018629370629370627,1.1455837488174438,2348.660945892334,223228.47447050543
222,train,6.175811767578125,0.0001871328671328671,0.951890230178833,2349.5800495147705,223141.15244052853
223,train,6.116461753845215,0.00018797202797202797,1.218588948249817,2357.4318885803223,222397.9418195337
224,train,6.155073165893555,0.0001888111888111888,0.7637511491775513,2357.999801635742,222344.3783312882
225,train,6.086079120635986,0.00018965034965034964,0.7170508503913879,2350.8553504943848,223020.1019768155
226,train,6.0957560539245605,0.00019048951048951048,0.682597279548645,2349.6217727661133,223137.19002645148
227,train,6.187375068664551,0.0001913286713286713,0.9523141384124756,2368.1859970092773,221388.01625468192
228,train,6.118305206298828,0.00019216783216783215,1.3122605085372925,2358.1278324127197,222332.30649908172
229,train,6.131597518920898,0.00019300699300699297,0.9911080598831177,2340.6431674957275,223993.13457118705
230,train,6.1261701583862305,0.00019384615384615385,1.3859858512878418,2371.58203125,221070.9952645666
231,train,6.122071266174316,0.00019468531468531467,1.040022373199463,2347.6881980895996,223320.96759128085
232,train,6.284621238708496,0.0001955244755244755,1.1428042650222778,2359.8148822784424,222173.35941783316
233,train,6.273833274841309,0.00019636363636363636,1.513526201248169,2358.574390411377,222290.21146479715
234,train,6.264135837554932,0.00019720279720279718,0.849220335483551,2350.54349899292,223049.69051822647
235,train,6.2570953369140625,0.000198041958041958,0.9010041952133179,2366.9614791870117,221502.54856706792
236,train,6.280628681182861,0.00019888111888111888,0.8615825176239014,2349.067449569702,223189.84501532218
237,train,6.267782211303711,0.0001997202797202797,0.9240724444389343,2358.5028648376465,222296.95279004492
238,train,6.208429336547852,0.00020055944055944055,1.1737524271011353,2351.4111042022705,222967.39139448255
239,train,6.233485221862793,0.0002013986013986014,1.0997956991195679,2356.640100479126,222472.66347263104
240,train,6.228970050811768,0.00020223776223776222,0.8521532416343689,2364.034414291382,221776.80529120177
241,train,6.234702110290527,0.00020307692307692306,0.8421522378921509,2339.8561477661133,224068.4755345082
242,train,6.209089279174805,0.00020391608391608388,0.9357240796089172,2348.6156463623047,223232.7800472814
243,train,6.205782890319824,0.00020475524475524473,0.8064204454421997,2356.138229370117,222520.05144034422
244,train,6.125528335571289,0.00020559440559440558,0.7546850442886353,2350.404739379883,223062.85858593235
245,train,6.125680923461914,0.0002064335664335664,0.7328078150749207,2344.5003032684326,223624.62451768422
246,train,6.157776355743408,0.00020727272727272727,0.6942477226257324,2368.8952922821045,221321.72819463062
247,train,6.204747200012207,0.0002081118881118881,0.7560291886329651,2356.7023277282715,222466.78922126925
248,train,6.137066841125488,0.00020895104895104892,1.2641960382461548,2353.8472652435303,222736.6268583093
249,train,6.171724796295166,0.0002097902097902098,0.9169478416442871,2374.251127243042,220822.4707083948
250,val,6.164303779602051,,,,
250,hella,0.24497112129057957,,,,
250,train,6.131139278411865,0.0002106293706293706,0.6228154301643372,68348.40416908264,7670.815527791962
251,train,6.131087779998779,0.00021146853146853143,0.7426905632019043,2308.6025714874268,227101.8868623206
252,train,6.187965393066406,0.0002123076923076923,0.9241833686828613,2311.877489089966,226780.18297863082
253,train,6.1424431800842285,0.00021314685314685313,1.0532325506210327,2325.6819248199463,225434.0950087533
254,train,6.121286392211914,0.00021398601398601397,0.8808050155639648,2314.6846294403076,226505.15466842375
255,train,6.049063205718994,0.0002148251748251748,0.8058928847312927,2340.5988216400146,223997.37842841476
256,train,6.108965873718262,0.00021566433566433564,0.9795694947242737,2333.9452743530273,224635.94402200938
257,train,6.079365253448486,0.0002165034965034965,0.7947086691856384,2321.3534355163574,225854.4485206228
258,train,6.070826530456543,0.0002173426573426573,0.6609694361686707,2330.7886123657227,224940.1757063906
259,train,6.028552055358887,0.00021818181818181818,0.6563622355461121,2350.8591651916504,223019.7400860711
260,train,6.048844814300537,0.000219020979020979,0.6696588397026062,2342.616319656372,223804.46836334918
261,train,6.047722339630127,0.00021986013986013983,0.8067140579223633,2336.089611053467,224429.74683816632
262,train,6.0025835037231445,0.0002206993006993007,0.8361177444458008,2328.7105560302734,225140.90411207988
263,train,6.008581638336182,0.00022153846153846152,0.7531343698501587,2343.7116146087646,223699.8770377811
264,train,6.031922340393066,0.00022237762237762234,0.7257136106491089,2337.779998779297,224267.46754346602
265,train,6.038337707519531,0.00022321678321678322,0.7442989945411682,2345.4010486602783,223538.7420413578
266,train,6.054001808166504,0.00022405594405594404,0.6869862675666809,2335.026502609253,224531.92690281649
267,train,5.970273017883301,0.00022489510489510488,0.8749909996986389,2353.620767593384,222758.06162948383
268,train,5.983973026275635,0.0002257342657342657,1.018141269683838,2326.7266750335693,225332.8702617963
269,train,6.027193069458008,0.00022657342657342655,1.1858700513839722,2334.986448287964,224535.77852000526
270,train,5.986011505126953,0.0002274125874125874,0.9988728165626526,2346.296787261963,223453.40233441812
271,train,5.986281394958496,0.00022825174825174822,1.274385929107666,2345.7906246185303,223501.61796100583
272,train,5.982222080230713,0.00022909090909090904,1.164982795715332,2346.568822860718,223427.49758382837
273,train,5.932982921600342,0.00022993006993006992,0.8636192679405212,2355.1197052001953,222616.28521147007
274,train,5.919744491577148,0.00023076923076923074,0.8128481507301331,2355.0705909729004,222620.9278013242
275,train,6.040676116943359,0.0002316083916083916,0.7897176742553711,2350.125551223755,223089.35781196595
276,train,5.969301223754883,0.00023244755244755243,0.7343348264694214,2338.9945030212402,224151.01844950294
277,train,5.972517967224121,0.00023328671328671325,0.758723258972168,2339.6129608154297,224091.7659377596
278,train,6.08000373840332,0.00023412587412587413,0.9637739062309265,2356.0357093811035,222529.734126026
279,train,6.082914352416992,0.00023496503496503495,1.456125259399414,2348.353147506714,223257.733001804
280,train,6.090762138366699,0.00023580419580419577,1.083135724067688,2358.7186336517334,222276.61770251294
281,train,6.060205936431885,0.00023664335664335662,0.9651870131492615,2355.301856994629,222599.0687533329
282,train,6.077237129211426,0.00023748251748251746,0.8599094748497009,2347.2695350646973,223360.79950253738
283,train,6.068340301513672,0.0002383216783216783,0.8957825303077698,2335.826635360718,224455.0139394378
284,train,6.1039605140686035,0.00023916083916083913,0.8527663350105286,2357.856512069702,222357.89044677082
285,train,6.036497116088867,0.00023999999999999995,1.0461088418960571,2345.5636501312256,223523.24566876199
286,train,6.063503265380859,0.00024083916083916083,1.0270109176635742,2345.9625244140625,223485.24093791668
287,train,6.043362617492676,0.00024167832167832165,0.7859406471252441,2346.681594848633,223416.76056560114
288,train,6.029270172119141,0.00024251748251748252,0.9611386060714722,2356.4279079437256,222492.69677743124
